# literal_census.py --freq-out -- commit 1edd6c5eb643d9b3b0c559ff686c35ecfb645493 -- generated 2026-09-17 -- rows 5149
kind	literal	count	distinct_files	sample_files
STR	" * entry's stack frame.\n"	1	1	src/gen/emit_dfa.c
STR	" * equal, because that is the work this call actually did. */\n"	1	1	src/gen/enc/enc_utf8.c
STR	" * erases the group at parse time and A_CAP is invisible to the\n"	1	1	src/gen/emit_vm.c
STR	" * every escalation to the deep tier calls this function, which\n"	1	1	src/gen/emit_vm.c
STR	" * every negative return, give-up included: a caller that gave up has\n"	1	1	src/gen/emit_vm.c
STR	" * exactly as it keeps the budgets ([DD-14.FB] §11 item 5). */\n"	1	1	src/gen/emit_vm.c
STR	" * exactly ctx->pos, or -1. It runs the artifact's THIRD machine --\n"	1	1	src/gen/emit_dfa.c
STR	" * examined twice and none is skipped. Returns the first position >=\n"	1	1	src/gen/emit_dfa.c
STR	" * exhaust -- and this body cannot produce one at all, which is why\n"	1	1	src/gen/emit_dfa.c
STR	" * exhaust — but written uniformly on purpose: the contract of\n"	1	1	src/gen/emit_dfa.c
STR	" * fact and the exact compare is byte-wise. */\n"	1	1	src/gen/enc/enc_utf8.c
STR	" * failure can retreat back INTO the call. */\n"	1	1	src/gen/emit_vm.c
STR	" * few classes this pattern can tell apart; a transition table, one\n"	1	1	src/gen/emit_dfa.c
STR	" * fields -- see its comment. */\n"	1	1	src/gen/emit_vm.c
STR	" * fit a character-to-character compare; pcrec's reference oracle implements\n"	1	1	src/gen/enc/enc_utf8.c
STR	" * frame is pushed. */\n"	1	1	src/gen/emit_vm.c
STR	" * function runs after it. Re-zeroing them would leave every buffered\n"	1	1	src/gen/emit_vm.c
STR	" * gcc would probe every one of their pages on every call, which is\n"	1	1	src/gen/emit_vm.c
STR	" * gcc's stack-clash probe off the entry's hot path. */\n"	1	1	src/gen/emit_vm.c
STR	" * generated call site that invokes an rx_matchfn traps on one.\n"	1	1	src/gen/emit_dfa.c
STR	" * give-up, so the pages of this struct are probed on the deep\n"	1	1	src/gen/emit_vm.c
STR	" * happened to select (spec S10.4). */\n"	1	1	src/gen/emit_dfa.c
STR	" * have matched either. This matcher's rule is that ill-formed input matches\n"	1	1	src/gen/enc/enc_utf8.c
STR	" * here too, for the same reason and one step further along: a\n"	1	1	src/gen/emit_vm.c
STR	" * ignore it either way. Both regions are required when the\n"	1	1	src/gen/emit_dfa.c
STR	" * ill-formed set is exactly the automaton's (overlong forms, surrogates and\n"	1	1	src/gen/enc/enc_utf8.c
STR	" * ill-formed-input rule is that such a subject matches nothing. */\n"	1	1	src/gen/enc/enc_utf8.c
STR	" * inconsistency check firing, never a resource give-up -- and a\n"	1	1	src/gen/emit_dfa.c
STR	" * independently, which is the whole difference from the exact compare: the\n"	1	1	src/gen/enc/enc_utf8.c
STR	" * indexed by that same multiplied value. Every table below\n"	1	1	src/gen/emit_dfa.c
STR	" * inlined, these arrays would be back on the entry's own frame and\n"	1	1	src/gen/emit_vm.c
STR	" * inner give-up read as a plain path failure, so an outer match could\n"	1	1	src/gen/emit_vm.c
STR	" * input every non-continuation byte still counts as a boundary, which is\n"	1	1	src/gen/enc/enc_utf8.c
STR	" * instead of exploring from it. _CLAMP_SPAN is the same fact used\n"	1	1	src/gen/emit_vm.c
STR	" * is never what a plain invocation produces. */\n"	1	1	src/gen/emit_vm.c
STR	" * is pos + 1 and the subject is never read. */\n"	1	1	src/gen/enc/enc_byte.c
STR	" * item 1) is its first producer -- the artifact's own\n"	1	1	src/gen/emit_dfa.c
STR	" * its end. The whole-match pair is listed for completeness: the\n"	1	1	src/gen/emit_vm.c
STR	" * its un-suffixed sibling and the descriptor is unused. Emitted\n"	1	1	src/gen/emit_dfa.c
STR	" * itself a fresh allowance. The four storage fields are untouched\n"	1	1	src/gen/emit_vm.c
STR	" * knows the fewest bytes any successful continuation must still\n"	1	1	src/gen/emit_vm.c
STR	" * label to come back to. It is NOT popped by the return --\n"	1	1	src/gen/emit_vm.c
STR	" * language is EMPTY. <prefix>_search answers NOMATCH before any\n"	1	1	src/gen/emit_vm.c
STR	" * later engine shares this emitter. */\n"	1	1	src/gen/emit_dfa.c
STR	" * lead byte's declared length. A malformed run answers $_BACK_STEP_NONE\n"	1	1	src/gen/enc/enc_utf8.c
STR	" * legend naming its states or classes.\n"	1	1	src/gen/emit_dfa.c
STR	" * length it WOULD produce, writing nothing. */\n"	1	1	src/gen/emit_dfa.c
STR	" * letters and nothing else, which is what an 8-bit non-UTF match does: in\n"	1	1	src/gen/enc/enc_byte.c
STR	" * local -- which is why those entries have large stack frames on a\n"	1	1	src/gen/emit_vm.c
STR	" * loop's generic path is unreachable and the test IS that constant. */\n"	1	1	src/gen/emit_dfa.c
STR	" * machinery below and the entry points that drive it.\n"	1	1	src/gen/emit_dfa.c
STR	" * match of length 4 -- one byte captured, three consumed. */\n"	1	1	src/gen/enc/enc_utf8.c
STR	" * match starts, or it can report a position inside a character. A\n"	1	1	src/gen/enc/enc_utf8.c
STR	" * matcher is built in two halves that run one after the other:\n *\n"	1	1	src/gen/emit_dfa.c
STR	" * merely happens never to see is the shape that goes wrong when a\n"	1	1	src/gen/emit_dfa.c
STR	" * minimum width is at the analysis ceiling -- design\n"	1	1	src/gen/emit_vm.c
STR	" * most outcap bytes to out; returns the number of bytes produced, or\n"	1	1	src/gen/emit_dfa.c
STR	" * move to or -1 for \"dead, stop\"; and an accepting table marking\n"	1	1	src/gen/emit_dfa.c
STR	" * must never be: <prefix>_run_state_bind has already pointed them at\n"	1	1	src/gen/emit_vm.c
STR	" * never reach the step budget. */\n"	1	1	src/gen/emit_vm.c
STR	" * no captures, and A-8's untouched-wins rule does not bend for it. */\n"	1	1	src/gen/emit_vm.c
STR	" * non-continuation byte\" instead of to a mid-garbage position. */\n"	1	1	src/gen/enc/enc_utf8.c
STR	" * none of it. */\n"	1	1	src/gen/enc/enc_utf8.c
STR	" * not a tuning knob: a pattern whose prefilter can answer must\n"	1	1	src/gen/emit_vm.c
STR	" * not equal ref_end - ref_start: `^(k)\\1$` on \"k\" + U+212A (KELVIN) is a\n"	1	1	src/gen/enc/enc_utf8.c
STR	" * nothing, never that it is an error. */\n"	1	1	src/gen/enc/enc_utf8.c
STR	" * number times %d, so a step is one add and one load, and %d is the\n"	1	1	src/gen/emit_dfa.c
STR	" * of these offsets FROM ITS OWN START, so a position that fails any\n"	1	1	src/gen/emit_dfa.c
STR	" * one add and one load) or 65535 for \"dead, stop\"; and an\n"	1	1	src/gen/emit_dfa.c
STR	" * one left. Two concurrent calls must not share one region -- that is\n"	1	1	src/gen/emit_dfa.c
STR	" * one of them cannot begin a match and the transition loop need not\n"	1	1	src/gen/emit_dfa.c
STR	" * only a FRAMES give-up reaches. `noinline` is load-bearing --\n"	1	1	src/gen/emit_vm.c
STR	" * only asks 'did it match' still writes `result < 0` and is unaffected. */\n"	1	1	src/gen/emit_vm.c
STR	" * outside this shared block:\n"	1	1	src/gen/emit_dfa.c
STR	" * over continuation bytes and VALIDATES each stepped-over run against its\n"	1	1	src/gen/enc/enc_utf8.c
STR	" * own comment below says which, and names its dead cell. Every\n"	1	1	src/gen/emit_dfa.c
STR	" * page-budgeted capacities. Sized so that this struct plus the\n"	1	1	src/gen/emit_vm.c
STR	" * pass to find a start with. A probe that fails stops at the first\n"	1	1	src/gen/emit_dfa.c
STR	" * path and not on every call. */\n"	1	1	src/gen/emit_vm.c
STR	" * pattern was compiled away ahead of time; what is left is the\n"	1	1	src/gen/emit_dfa.c
STR	" * pattern whose depth is unbounded, and why <prefix>_search_in with a\n"	1	1	src/gen/emit_vm.c
STR	" * pos - k and the subject is never read. */\n"	1	1	src/gen/enc/enc_byte.c
STR	" * position >= n counts as a boundary), and it is the one place an\n"	1	1	src/gen/emit_dfa.c
STR	" * position cannot lead to a match and the program fails now\n"	1	1	src/gen/emit_vm.c
STR	" * position not holding a continuation byte (0x80-0xBF). On ill-formed\n"	1	1	src/gen/enc/enc_utf8.c
STR	" * pre-release, so a 'final' label reads as 'stable absent a reason';\n"	1	1	src/gen/emit_vm.c
STR	" * prints every resume-frame push and pop, every capture write,\n"	1	1	src/gen/emit_vm.c
STR	" * races over a megabyte costs no STEPS -- it never backtracks --\n"	1	1	src/gen/emit_vm.c
STR	" * rather than by 4 so that ill-formed input degrades to \"next\n"	1	1	src/gen/enc/enc_utf8.c
STR	" * reference's character and the subject's may be different byte lengths.\n"	1	1	src/gen/enc/enc_utf8.c
STR	" * refuse, so no answer depends on it. Compile with -fno-offset-skip\n"	1	1	src/gen/emit_dfa.c
STR	" * regions, both of them scratch, sized in FRAMES and ENTRIES rather\n"	1	1	src/gen/emit_vm.c
STR	" * report an ANSWER where a bound had actually blown. A caller that\n"	1	1	src/gen/emit_vm.c
STR	" * representative is all a compare needs and only the non-identity entries\n"	1	1	src/gen/enc/enc_utf8.c
STR	" * reservation only one of them was bound by. capture_spans_out is UNTOUCHED on\n"	1	1	src/gen/emit_vm.c
STR	" * reserved value meaning \"dead, stop\".\n"	1	1	src/gen/emit_dfa.c
STR	" * residue, and %s describes what this artifact is. Each is\n"	1	1	src/gen/emit_dfa.c
STR	" * return space is >= 0 matched length, -1 no match, and a distinct\n"	1	1	src/gen/emit_vm.c
STR	" * row per state and one column per class, whose cell is the state to\n"	1	1	src/gen/emit_dfa.c
STR	" * run state stays inside one 4 KB guard page, which is what keeps\n"	1	1	src/gen/emit_vm.c
STR	" * rx_matchfn is one contract, and a wrapper that discards codes it\n"	1	1	src/gen/emit_dfa.c
STR	" * say whose buffer ran out; retrying with a larger one is defined. */\n"	1	1	src/gen/emit_vm.c
STR	" * scales it by the %d columns, and a negative value means \"dead,\n"	1	1	src/gen/emit_dfa.c
STR	" * semantic; PCREC_ERR_INTERNAL ([DD-14] wave A commit 2, D71\n"	1	1	src/gen/emit_dfa.c
STR	" * shape: a byte-class table folding all 256 byte values down to the\n"	1	1	src/gen/emit_dfa.c
STR	" * sibling, with this artifact's own stamped default storage on that\n"	1	1	src/gen/emit_dfa.c
STR	" * side. Prefilter-before-VM is therefore an ORDERING RULE (4.7),\n"	1	1	src/gen/emit_vm.c
STR	" * site compiles and behaves the same whichever engine the pattern\n"	1	1	src/gen/emit_dfa.c
STR	" * size of 0 means this artifact's engine takes no buffers at all (every\n"	1	1	src/gen/emit_dfa.c
STR	" * slot PAIR (2g, 2g+1), which is why this indexes arithmetically. */\n"	1	1	src/gen/emit_vm.c
STR	" * so without this meter a slow attempt would look costless. */\n"	1	1	src/gen/emit_vm.c
STR	" * stack and no trail to point anywhere -- so each of these is exactly\n"	1	1	src/gen/emit_dfa.c
STR	" * state lives in globals and two attempts can never interfere.\n"	1	1	src/gen/emit_vm.c
STR	" * statics below, NOT by the entries -- an entry runs on the small\n"	1	1	src/gen/emit_vm.c
STR	" * stays reserved for the future abort semantic and is what a callout\n"	1	1	src/gen/emit_vm.c
STR	" * stop\".\n"	1	1	src/gen/emit_dfa.c
STR	" * storage between bytes -- it cannot backtrack, so it has no resume\n"	1	1	src/gen/emit_dfa.c
STR	" * strictly BELOW PCREC_ERR_FLOOR stay RESERVED for a future abort\n"	1	1	src/gen/emit_dfa.c
STR	" * subject this compare rejects is one no other part of the artifact would\n"	1	1	src/gen/enc/enc_utf8.c
STR	" * subroutines_design.md SS4.4b's call-graph fixpoint reached\n"	1	1	src/gen/emit_vm.c
STR	" * table below carries a legend naming its states or classes.\n"	1	1	src/gen/emit_dfa.c
STR	" * table is not emitted and a step IS that constant. The state and the\n"	1	1	src/gen/emit_dfa.c
STR	" * table is not emitted and the probe IS that constant. */\n"	1	1	src/gen/emit_dfa.c
STR	" * template segment from the same rx_ctx a callout receives. Writes at\n"	1	1	src/gen/emit_dfa.c
STR	" * than bytes. A give-up still reports PCREC_ERR_FRAMES and does not\n"	1	1	src/gen/emit_vm.c
STR	" * that declaration's own comment, and pcrec's\n"	1	1	src/gen/emit_dfa.c
STR	" * that reserved `bytes` gets `bytes / %s_RESUME_FRAME_SIZE` and\n"	1	1	src/gen/emit_dfa.c
STR	" * the C locale bytes >= 0x80 have no case, so folding them would be a guess\n"	1	1	src/gen/enc/enc_byte.c
STR	" * the callee's choice points stay live across it, so a later\n"	1	1	src/gen/emit_vm.c
STR	" * the caller's buffers or at this artifact's default, and this\n"	1	1	src/gen/emit_vm.c
STR	" * the forward tables WITHOUT the start-anywhere self-loop -- from\n"	1	1	src/gen/emit_dfa.c
STR	" * the loop could actually have stopped at. */\n"	1	1	src/gen/emit_vm.c
STR	" * the same pattern is compiled for another encoding. Full contract:\n"	1	1	src/gen/emit_dfa.c
STR	" * the self-synchronizing reading and never loops or reads out of range. */\n"	1	1	src/gen/enc/enc_utf8.c
STR	" * the states where a match may end. Every table below carries a\n"	1	1	src/gen/emit_dfa.c
STR	" * the test program defines. Deliberately NOT a counter: this file\n"	1	1	src/gen/emit_vm.c
STR	" * the typedef is BIDIRECTIONAL, so under the collapse an\n"	1	1	src/gen/emit_vm.c
STR	" * the whole of what this shape exists to avoid. */\n"	1	1	src/gen/emit_vm.c
STR	" * to SHORTEN a scan rather than abandon it, rounded down to a\n"	1	1	src/gen/emit_vm.c
STR	" * to emit the same matcher without it.\n"	1	1	src/gen/emit_dfa.c
STR	" * to move to ALREADY MULTIPLIED by the column count (so a step is\n"	1	1	src/gen/emit_dfa.c
STR	" * to move to or a reserved value for \"dead, stop\"; and an\n"	1	1	src/gen/emit_dfa.c
STR	" * tolower(): that is locale-dependent at YOUR run time, and this matcher's\n"	1	1	src/gen/enc/enc_byte.c
STR	" * two scanners here use DIFFERENT cell encodings -- each table's\n"	1	1	src/gen/emit_dfa.c
STR	" * typed give-up code in [PCREC_ERR_FLOOR, -2] -- one per way the\n"	1	1	src/gen/emit_dfa.c
STR	" * typed pointer. Use <PREFIX>_RESUME_FRAME_SIZE to size storage. */\n"	1	1	src/gen/emit_vm.c
STR	" * un-suffixed entries below bind nothing and forward. */\n"	1	1	src/gen/emit_vm.c
STR	" * unanchored search may only ever try LATER CHARACTER BOUNDARIES as\n"	1	1	src/gen/enc/enc_utf8.c
STR	" * under a private name. It is not an over-approximation: D31\n"	1	1	src/gen/emit_vm.c
STR	" * were widened by, so one artifact carries one definition of caselessness.\n"	1	1	src/gen/enc/enc_utf8.c
STR	" * where the attempt began and how long it ran. Group g lives in the\n"	1	1	src/gen/emit_vm.c
STR	" * whole number of iterations so the cursor stays on a position\n"	1	1	src/gen/emit_vm.c
STR	" * whole-match pair is not written by the VM at all -- the entry knows\n"	1	1	src/gen/emit_vm.c
STR	" * why <prefix>_buffers takes void* and a CAPACITY rather than a\n"	1	1	src/gen/emit_vm.c
STR	" * writes no resume frame and no trail entry, so the three\n"	1	1	src/gen/emit_vm.c
STR	" *\n *     "	1	1	src/gen/emit_dfa.c
STR	" -- ONE body copy, no replication"	1	1	src/gen/emit_vm.c
STR	" -- see the RUNGS section below for which quantifier took"	1	1	src/gen/emit_vm.c
STR	" -- see the STRATEGIES section below for which quantifier"	1	1	src/gen/emit_vm.c
STR	" -fno-prefilter-collapse restores the exact machine"	1	1	src/gen/emit_vm.c
STR	" -fprefilter is do-or-die and is never silently dropped: on"	1	1	src/gen/emit_vm.c
STR	" -fprefilter overrides this decline; -fno-prefilter already"	1	1	src/gen/emit_vm.c
STR	" -fprefilter refuses. A SPLICED call is not a reason: its"	1	1	src/gen/emit_vm.c
STR	" -fprefilter-collapse does not override it"	1	1	src/gen/emit_vm.c
STR	" : "	1	1	src/gen/emit_dfa.c
STR	" : %d;\n"	1	1	src/gen/emit_dfa.c
STR	" : %s_seed_state[%s_byte_class[subject[start - 1]]]);\n"	1	1	src/gen/emit_dfa.c
STR	" ? %s_%s_accepts_class(%s_%s_is_accepting_by_class, %s,\n"	1	1	src/gen/emit_dfa.c
STR	" K39/[OPT-4]), so its rejection is sound and its span"	1	1	src/gen/emit_vm.c
STR	" O-10 measured 1.2-9.9x on the analogous collapsed shape)."	1	1	src/gen/emit_vm.c
STR	" START is a lower bound the VM verifies from; its span END"	1	1	src/gen/emit_vm.c
STR	" \"dfa overflow retry, exact nfa %u\"\n"	1	1	src/gen/emit_vm.c
STR	" \"no counted repeat\"\n"	1	1	src/gen/emit_vm.c
STR	" \"nullable collapsed language\"\n"	1	1	src/gen/emit_vm.c
STR	" \"size cap retry, exact %llu > %llu\"\n"	1	1	src/gen/emit_vm.c
STR	" \\%c in a class "	1	1	src/parse/ext.c
STR	" \\%c{...}: this "	1	1	src/parse/mod_uprops.c
STR	" alternation island declined every one --"	1	1	src/gen/emit_vm.c
STR	" an exact window (S6.1); the VM never scans"	1	1	src/gen/emit_vm.c
STR	" body has no second parse of what just matched"	1	1	src/gen/emit_vm.c
STR	" callee is inlined EXACTLY (S8.3, S6.3)"	1	1	src/gen/emit_vm.c
STR	" cannot win ([OPT-4.1]; pcrec-bench O-10 measured 1.2-9.9x)."	1	1	src/gen/emit_vm.c
STR	" collapsed language matches the empty string, so the filter"	1	1	src/gen/emit_vm.c
STR	" could never dismiss a position and would cost a scan it"	1	1	src/gen/emit_vm.c
STR	" count-collapsed prefilter ([OPT-4]) and it was DECLINED:"	1	1	src/gen/emit_vm.c
STR	" count-collapsed superset (every X{m,n} as X{min(m,1),},"	1	1	src/gen/emit_vm.c
STR	" ctx->pos, scan_position);\n"	1	1	src/gen/emit_vm.c
STR	" docs/spec/tuning.md S2.20)\n"	1	1	src/gen/emit_vm.c
STR	" else {\n"	1	1	src/gen/emit_dfa.c
STR	" every X{m,n} lowers as X{min(m,1),}, and this pattern's"	1	1	src/gen/emit_vm.c
STR	" every position and could never dismiss one ([OPT-4.2], the"	1	1	src/gen/emit_vm.c
STR	" finite literal language, so src/gen/emit_vm.c's"	1	1	src/gen/emit_vm.c
STR	" for the whole loop, no giveback)"	1	1	src/gen/emit_vm.c
STR	" forward+reverse DFA pair would admit a zero-length match at"	1	1	src/gen/emit_vm.c
STR	" frame index, or CALL_TOP_NONE */"	1	1	src/gen/emit_vm.c
STR	" general form of [OPT-4.1]'s rung-scoped decline; pcrec-bench"	1	1	src/gen/emit_vm.c
STR	" goto %s;   // seeded straight onto a scan-edge head\n"	1	1	src/gen/emit_dfa.c
STR	" instant ARE the answer (S3.1)\n"	1	1	src/gen/emit_vm.c
STR	" instead of refusing (SEL-1)"	1	1	src/gen/emit_vm.c
STR	" is NOT a bound, hence no prefilter-window ceiling."	1	1	src/gen/emit_vm.c
STR	" is not implemented yet"	1	1	src/core/internal.h
STR	" it suppresses the rung itself and the compile refuses."	1	1	src/gen/emit_vm.c
STR	" language matches the empty string, so the ordinary hybrid's"	1	1	src/gen/emit_vm.c
STR	" language, not a superset (S8.2), and a call in a cycle has"	1	1	src/gen/emit_vm.c
STR	" line, and the resume stack is never pushed)\n"	1	1	src/gen/emit_vm.c
STR	" marked NEVER"	1	1	src/parse/syntax_dump.c
STR	" no finite inlining either; no flag changes this, and"	1	1	src/gen/emit_vm.c
STR	" one step charged here (S4.2)\n"	1	1	src/gen/emit_vm.c
STR	" pattern can reach a call site -- engine_m4.md S9.1)\n"	1	1	src/gen/emit_vm.c
STR	" pattern text)\n"	1	1	src/gen/emit_vm.c
STR	" program)\n"	1	1	src/gen/emit_vm.c
STR	" prunes less than the analysis could"	1	1	src/gen/emit_vm.c
STR	" pushed (SS4.4b's fixpoint, SS12 P-12)\n"	1	1	src/gen/emit_vm.c
STR	" quantifier on the frames rung)\n"	1	1	src/gen/emit_vm.c
STR	" reaches the same artifact by a different door"	1	1	src/gen/emit_vm.c
STR	" reported [%%td,%%zu)\\n\", ctx->pos, scan_position,"	1	1	src/gen/emit_vm.c
STR	" resumes the LESS preferred alternative)\n"	1	1	src/gen/emit_vm.c
STR	" run, so nothing here was analysed\n"	1	1	src/gen/emit_vm.c
STR	" run->resume_depth, run->trail_depth);\n"	1	1	src/gen/emit_vm.c
STR	" run->resume_stack[frame_index].trail_mark);\n"	1	1	src/gen/emit_vm.c
STR	" rung ladder at all)\n"	1	1	src/gen/emit_vm.c
STR	" scan_position %%zu (rewind trail %%zu -> %%zu)\\n\",\n"	1	1	src/gen/emit_vm.c
STR	" scan_position);\n"	1	1	src/gen/emit_vm.c
STR	" scan_position, subject_length);\n"	1	1	src/gen/emit_vm.c
STR	" slot_values[0] != PCREC_UNSET ? slot_values[0] : (ptrdiff_t)ctx->pos,"	1	1	src/gen/emit_vm.c
STR	" sound superset nor the true span (S7); no flag changes this"	1	1	src/gen/emit_vm.c
STR	" stamp)\n"	1	1	src/gen/emit_vm.c
STR	" subject_length - 1 - scan_position);\n"	1	1	src/gen/emit_dfa.c
STR	" subject_length - scan_position);\n"	1	1	src/gen/emit_dfa.c
STR	" the boundary where the loop never ran"	1	1	src/gen/emit_vm.c
STR	" the byte selects, no frame"	1	1	src/gen/emit_vm.c
STR	" the cap --engine=dfa/-fprefilter refuse on; auto drops it"	1	1	src/gen/emit_vm.c
STR	" the search entry answers NOMATCH before any frame is"	1	1	src/gen/emit_vm.c
STR	" the size rung it OVERRIDES this decline, on the [SEL-1] rung"	1	1	src/gen/emit_vm.c
STR	" took which\n"	1	1	src/gen/emit_vm.c
STR	" value -- which is §3.4's ZERO-ITERATION clause at"	1	1	src/gen/emit_vm.c
STR	" which\n"	1	1	src/gen/emit_vm.c
STR	" whole loop, no giveback)"	1	1	src/gen/emit_vm.c
STR	" } %s_frame;\n"	1	1	src/gen/emit_vm.c
STR	" } %s_trail_entry;\n\n"	1	1	src/gen/emit_vm.c
STR	" },\n"	1	1	src/gen/emit_dfa.c
STR	"#   ([ENG-FORM] relayered emit_dfa.c only); name/deny are hand-stated\n"	1	1	src/parse/axes_dump.c
STR	"#   (bounds emitted artifact bytes) | \"selection knee\" (a\n"	1	1	src/parse/limits_dump.c
STR	"#   RESERVED sentinel (`# wave-reserved:` below): no delivery\n"	1	1	src/parse/schema_dump.c
STR	"#   THIS BUILD, never as an unknown token. The one exception is the\n"	1	1	src/parse/schema_dump.c
STR	"#   \"both\" — axis F (scan direction): not a preference list, both\n"	1	1	src/parse/axes_dump.c
STR	"#   \"predicate\" — no candidate-list-as-data exists yet for this axis\n"	1	1	src/parse/axes_dump.c
STR	"#   above this build's is RECOGNISED and refused BY NAME as NOT IN\n"	1	1	src/parse/schema_dump.c
STR	"#   agree) | none (see #section surface for the reason).\n"	1	1	src/parse/schema_dump.c
STR	"#   and tests/harness/verify_rxt.py, with a fixture proving they\n"	1	1	src/parse/schema_dump.c
STR	"#   candidates are ALWAYS emitted, once each, per machine.\n"	1	1	src/parse/axes_dump.c
STR	"#   capacity\" (bounds the EMITTED MATCHER's own resource use;\n"	1	1	src/parse/limits_dump.c
STR	"#   children = tree                      (the OPEN SUBTREE)\n"	1	1	src/parse/schema_dump.c
STR	"#   compile) | \"-D\" (only a build-time -D at pcrec's OWN compile\n"	1	1	src/parse/limits_dump.c
STR	"#   crossing it is a give-up, never a wrong answer) | \"size cap\"\n"	1	1	src/parse/limits_dump.c
STR	"#   documented in, empty when it is not (limits.md states caller-\n"	1	1	src/parse/limits_dump.c
STR	"#   emission; crossing it can refuse a pattern) | \"runtime\n"	1	1	src/parse/limits_dump.c
STR	"#   facing PROMISES, not an internals catalogue — see this file's\n"	1	1	src/parse/limits_dump.c
STR	"#   for the full boundary this dump does and does not prove.\n"	1	1	src/parse/axes_dump.c
STR	"#   from lib/pcrec.h's own enum symbols and docs/spec/tuning.md's\n"	1	1	src/parse/axes_dump.c
STR	"#   hard ceiling) | \"identifier cap\" (bounds a name's length or a\n"	1	1	src/parse/limits_dump.c
STR	"#   indented lines ARE the value), tree (parsed, never validated,\n"	1	1	src/parse/schema_dump.c
STR	"#   introduces such a kind, and it refuses BY NAME as RESERVED.\n"	1	1	src/parse/schema_dump.c
STR	"#   line in the .rxt file declares it).\n"	1	1	src/parse/schema_dump.c
STR	"#   moves it) | \"none\" (fixed).\n"	1	1	src/parse/limits_dump.c
STR	"#   naming-tied count).\n"	1	1	src/parse/limits_dump.c
STR	"#   never interpreted), or the named scope they live in.\n"	1	1	src/parse/schema_dump.c
STR	"#   opens_group = true                   (S2, the block-opener set)\n"	1	1	src/parse/schema_dump.c
STR	"#   own header and src/core/limits.def's for the boundary).\n"	1	1	src/parse/limits_dump.c
STR	"#   prose. See this file's (src/parse/axes_dump.c) own header comment\n"	1	1	src/parse/axes_dump.c
STR	"#   seven-kind closed vocabulary.\n"	1	1	src/parse/schema_dump.c
STR	"#   src/gen/emit_dfa.c and this row's name/deny came straight off it.\n"	1	1	src/parse/axes_dump.c
STR	"#   subject/case/qualified-line/raw).\n"	1	1	src/parse/schema_dump.c
STR	"#   threshold or default that steers a selection mechanism, not a\n"	1	1	src/parse/limits_dump.c
STR	"#   value = prose AND children = prose   (S3, prose-region openers)\n"	1	1	src/parse/schema_dump.c
STR	"# (scope, kind) facts and carry `validated_by: none` on their own\n"	1	1	src/parse/schema_dump.c
STR	"# AS-WRITTEN, never resolved: `config` composition and the `with`/\n"	1	1	src/parse/rxt_source.c
STR	"# Columns 4 (`value`), 5 (`pattern`) and 15 (`pcrec`) are escaped in\n"	1	1	src/parse/rxt_source.c
STR	"# Empty field = none.\n"	1	1	src/parse/rxt_source.c
STR	"# FOUR `#section` BLOCKS follow the main table, unconditionally\n"	1	1	src/parse/rxt_source.c
STR	"# Grouping is an INDEX fact; every row keeps its own dispatch\n"	1	1	src/parse/syntax_dump.c
STR	"# LINE of an `ext` tree, the opener included at depth 0 — its\n"	1	1	src/parse/rxt_source.c
STR	"# One row per head declaration and per pattern block, in FILE ORDER.\n"	1	1	src/parse/rxt_source.c
STR	"# PCRE2 keeps TWO tables and selects by the CASE of the first\n"	1	1	src/parse/syntax_dump.c
STR	"# PCREC_FORCE_* bit (lib/pcrec.h) that removes/forces this candidate,\n"	1	1	src/parse/axes_dump.c
STR	"# PREFERENCE order within the axis (order 1 is tried first).\n"	1	1	src/parse/axes_dump.c
STR	"# SIXTH TSV surface; D90/[LIM-1]). One row per numeric limit in\n"	1	1	src/parse/limits_dump.c
STR	"# THE DECLARED NON-COVERAGE. Each row names something this schema\n"	1	1	src/parse/schema_dump.c
STR	"# THE THREE STRUCTURE-LAYER PARAMETERS are column values, not\n"	1	1	src/parse/schema_dump.c
STR	"# TSV surface; [CHK-2] piece 1). One row per (axis, candidate), in\n"	1	1	src/parse/axes_dump.c
STR	"# WHEN NON-EMPTY, never interleaved with it: `provenance`,\n"	1	1	src/parse/rxt_source.c
STR	"# [DD-13b.W23.1]). One row per (scope, line-kind), walked out of\n"	1	1	src/parse/schema_dump.c
STR	"# [DD-13b.W23.4] Column 5's `pattern` now means TWO things,\n"	1	1	src/parse/rxt_source.c
STR	"# `applies` is `active` (this entry substitutes a "	1	1	src/parse/syntax_dump.c
STR	"# `built` (D65): has the owning module's producer landed for "	1	1	src/parse/syntax_dump.c
STR	"# `built` is ANDed over the members: a family reads built only\n"	1	1	src/parse/syntax_dump.c
STR	"# `definition` is the core-syntax TEXT for a string-kind "	1	1	src/parse/syntax_dump.c
STR	"# `expect` is the text the diagnostic must contain, for the "	1	1	src/parse/syntax_dump.c
STR	"# `family` (D71 item 3): the CANONICAL SYNTAX of the family "	1	1	src/parse/syntax_dump.c
STR	"# `forms` is what libpcre2 ACCEPTS, measured, not what pcrec\n"	1	1	src/parse/syntax_dump.c
STR	"# `from` cascades are validated but NOT applied here, because a\n"	1	1	src/parse/rxt_source.c
STR	"# `gp` line, `under`-wrapped ones included), `aux` (one row per\n"	1	1	src/parse/rxt_source.c
STR	"# `kind` is the DECLARATION NAME. There is no head/body column: the\n"	1	1	src/parse/rxt_source.c
STR	"# `kind`/`selector`/`syntax` are the SAME three columns "	1	1	src/parse/syntax_dump.c
