# ENG-BREP design lane -- archived probe output
#
# probe_rungs.py, DEFAULT engine selection: which S2.5 rung each emitted quantifier took.
#
date:        2026-08-16T00:52:28Z
repo commit: 19f5c120258729fab816704dfda8848e0ea28780  (branch eng-brep)
gcc:         gcc (Ubuntu 15.2.0-16ubuntu1) 15.2.0
python:      Python 3.14.4
host:        Linux 7.0.0-29-generic, 12 cores
#
# EVIDENCE, NEVER AN ORACLE: no check reads this file.
#
pattern	engine	label	rung	detail
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L531	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L535	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L536	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L537	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L549	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L550	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L551	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L385	frames-bounded	frames rung, bounded {2,3}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L571	frames-bounded	frames rung, bounded {0,6}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L575	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L579	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L580	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L581	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L593	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L594	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L595	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L604	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L608	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L609	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L610	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L622	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L623	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L624	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L633	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L637	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L638	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L639	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L651	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L652	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L653	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L662	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L666	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L667	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L668	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L680	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L681	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L682	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L691	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L695	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L696	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L697	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L709	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L710	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L711	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L720	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L724	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L725	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L726	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L738	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L739	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L740	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L574	frames-bounded	frames rung, bounded {2,3}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L763	frames-bounded	frames rung, bounded {1,2}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L763	frames-bounded	frames rung, bounded {0,6}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L767	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L771	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L772	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L773	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L785	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L786	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L787	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L796	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L800	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L801	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L802	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L814	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L815	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L816	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L825	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L829	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L830	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L831	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L843	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L844	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L845	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L854	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L858	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L859	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L860	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L872	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L873	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L874	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L883	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L887	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L888	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L889	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L901	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L902	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L903	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L912	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L916	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L917	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L918	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L930	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L931	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L932	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L766	frames-bounded	frames rung, bounded {2,3}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L952	frames-bounded	frames rung, bounded {0,6}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L956	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L960	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L961	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L962	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L974	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L975	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L976	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L985	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L989	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L990	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L991	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L1003	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L1004	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L1005	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L1014	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L1018	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L1019	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L1020	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L1032	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L1033	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L1034	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L1043	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L1047	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L1048	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L1049	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L1061	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L1062	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L1063	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L1072	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L1076	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L1077	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L1078	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L1090	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L1091	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L1092	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L1101	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L1105	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L1106	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L1107	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L1119	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L1120	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L1121	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,6}(){2,3}){1,2}){2,3}	vm	L955	frames-bounded	frames rung, bounded {2,3}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,8}(){2,3}){1,2}){2,3}	vm	L0	frames-bounded	frames rung, bounded {2,3}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,8}(){2,3}){1,2}){2,3}	vm	L3	frames-bounded	frames rung, bounded {1,2}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,8}(){2,3}){1,2}){2,3}	vm	L3	frames-bounded	frames rung, bounded {0,8}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,8}(){2,3}){1,2}){2,3}	vm	L7	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,8}(){2,3}){1,2}){2,3}	vm	L11	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,8}(){2,3}){1,2}){2,3}	vm	L12	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,8}(){2,3}){1,2}){2,3}	vm	L13	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,8}(){2,3}){1,2}){2,3}	vm	L25	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,8}(){2,3}){1,2}){2,3}	vm	L26	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,8}(){2,3}){1,2}){2,3}	vm	L27	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,8}(){2,3}){1,2}){2,3}	vm	L36	frames-unbounded	frames rung, unbounded {1,}, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,8}(){2,3}){1,2}){2,3}	vm	L40	cursor	span-loop cursor {1,2}, stride 1, greedy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,8}(){2,3}){1,2}){2,3}	vm	L41	cursor	span-loop cursor {0,1}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,8}(){2,3}){1,2}){2,3}	vm	L42	cursor	span-loop cursor {0,2}, stride 1, lazy
((?:(?:(?:[^a]{1,2}|[^a]??|.{0,2}?)+){0,8}(){2,3}){1,2}){2,3}	vm	L54	cursor	span-loop cursor {1,2}, stride 1, greedy
